Codigo,Descricao,Referencias
D371,Neoplasia de comportamento incerto ou desconhecido do estômago,NA
D372,Neoplasia de comportamento incerto ou desconhecido do intestino delgado,NA
D373,Neoplasia de comportamento incerto ou desconhecido do apêndice,NA
D374,Neoplasia de comportamento incerto ou desconhecido dos cólons,NA
D375,Neoplasia de comportamento incerto ou desconhecido do reto,NA
D376,"Neoplasia de comportamento incerto ou desconhecido do fígado, vesícula biliar e vias biliares",NA
D377,Neoplasia de comportamento incerto ou desconhecido de outros órgãos digestivos,NA
D379,"Neoplasia de comportamento incerto ou desconhecido de órgão digestivo, não especificado",NA
D380,Neoplasia de comportamento incerto ou desconhecido da laringe,NA
D381,"Neoplasia de comportamento incerto ou desconhecido da traquéia, brônquios e pulmão",NA
D382,Neoplasia de comportamento incerto ou desconhecido da pleura,NA
D383,Neoplasia de comportamento incerto ou desconhecido do mediastino,NA
D384,Neoplasia de comportamento incerto ou desconhecido do timo,NA
D385,Neoplasia de comportamento incerto ou desconhecido de outros órgãos respiratórios,NA
D386,"Neoplasia de comportamento incerto ou desconhecido de órgão respiratório, não especificado",NA
D390,Neoplasia de comportamento incerto ou desconhecido do útero,NA
D391,Neoplasia de comportamento incerto ou desconhecido do ovário,NA
D392,Neoplasia de comportamento incerto ou desconhecido da placenta,NA
D397,Neoplasia de comportamento incerto ou desconhecido de outros órgãos genitais femininos,NA
D399,"Neoplasia de comportamento incerto ou desconhecido de órgão genital feminino, não especificado",NA
D400,Neoplasia de comportamento incerto ou desconhecido da próstata,NA
D401,Neoplasia de comportamento incerto ou desconhecido do testículo,NA
D407,Neoplasia de comportamento incerto ou desconhecido de outros órgãos genitais masculinos,NA
D409,"Neoplasia de comportamento incerto ou desconhecido de órgão genital masculino, não especificado",NA
D410,Neoplasia de comportamento incerto ou desconhecido do rim,NA
D411,Neoplasia de comportamento incerto ou desconhecido da pelve renal,NA
D412,Neoplasia de comportamento incerto ou desconhecido do ureter,NA
D413,Neoplasia de comportamento incerto ou desconhecido da uretra,NA
D414,Neoplasia de comportamento incerto ou desconhecido da bexiga,NA
D417,Neoplasia de comportamento incerto ou desconhecido de outros órgãos urinários,NA
D419,"Neoplasia de comportamento incerto ou desconhecido de órgão urinário, não especificado",NA
D420,Neoplasia de comportamento incerto ou desconhecido das meninges cerebrais,NA
D421,Neoplasia de comportamento incerto ou desconhecido das meninges espinhais,NA
D429,Neoplasia de comportamento incerto ou desconhecido de meninges não especificadas,NA
D430,"Neoplasia de comportamento incerto ou desconhecido do encéfalo, supratentorial",NA
D431,"Neoplasia de comportamento incerto ou desconhecido do encéfalo, infratentorial",NA
D432,"Neoplasia de comportamento incerto ou desconhecido do encéfalo, não especificado",NA
D433,Neoplasia de comportamento incerto ou desconhecido dos nervos cranianos,NA
D434,Neoplasia de comportamento incerto ou desconhecido da medula espinhal,NA
D437,Neoplasia de comportamento incerto ou desconhecido de outras partes do sistema nervoso central,NA
D439,"Neoplasia de comportamento incerto ou desconhecido do sistema nervoso central, não especificado",NA
D440,Neoplasia de comportamento incerto ou desconhecido da glândula tireóide,NA
D441,Neoplasia de comportamento incerto ou desconhecido da glândula supra-renal (adrenal),NA
D442,Neoplasia de comportamento incerto ou desconhecido da glândula paratireóide,NA
D443,Neoplasia de comportamento incerto ou desconhecido da glândula hipófise (pituitária),NA
D444,Neoplasia de comportamento incerto ou desconhecido do conduto craniofaríngeo,NA
D445,Neoplasia de comportamento incerto ou desconhecido da glândula pineal,NA
D446,Neoplasia de comportamento incerto ou desconhecido do corpo carotídeo,NA
D447,Neoplasia de comportamento incerto ou desconhecido dos corpos aórticos e outros paragânglios,NA
D448,Neoplasia de comportamento incerto ou desconhecido com comprometimento pluriglandular,NA
D449,"Neoplasia de comportamento incerto ou desconhecido de glândula endócrina, não especificada",NA
D45,Policitemia vera,NA
D460,Anemia refratária sem sideroblastos,NA
D461,Anemia refratária com sideroblastos,NA
D462,Anemia refratária com excesso de blastos,NA
D463,Anemia refratária com excesso de blastos com transformação,NA
D464,"Anemia refratária, não especificada",NA
D467,Outras síndromes mielodisplásicas,NA
D469,"Síndrome mielodisplásica, não especificada",NA
D470,Tumores de comportamento incerto ou desconhecido de mastócitos e células histiocíticas,NA
D471,Doença mieloproliferativa crônica,NA
D472,Gamopatia monoclonal,NA
D473,Trombocitemia essencial (hemorrágica),NA
D477,"Outras neoplasias especificadas de comportamento incerto ou desconhecido dos tecidos linfático, hematopoético e tecidos relacionados",NA
D479,"Neoplasia de comportamento incerto ou desconhecido dos tecidos linfático, hematopoético e tecidos correlatos, não especificada",NA
D480,Neoplasia de comportamento incerto ou desconhecido dos ossos e cartilagens articulares,NA
D481,Neoplasia de comportamento incerto ou desconhecido do tecido conjuntivo e outros tecidos moles,NA
D482,Neoplasia de comportamento incerto ou desconhecido dos nervos periféricos e do sistema nervoso periférico,NA
D483,Neoplasia de comportamento incerto ou desconhecido do retroperitônio,NA
D484,Neoplasia de comportamento incerto ou desconhecido do peritônio,NA
D485,Neoplasia de comportamento incerto ou desconhecido da pele,NA
D486,Neoplasia de comportamento incerto ou desconhecido da mama,NA
D487,Neoplasia de comportamento incerto ou desconhecido de outras localizações especificadas,NA
D489,Neoplasia de comportamento incerto ou desconhecido sem outra especificação,NA
D500,Anemia por deficiência de ferro secundária à perda de sangue (crônica),NA
D501,Disfagia sideropênica,NA
D508,Outras anemias por deficiência de ferro,NA
D509,Anemia por deficiência de ferro não especificada,NA
D510,Anemia por deficiência de vitamina B12 devida à deficiência de fator intrínseco,NA
D511,Anemia por deficiência de vitamina B12 devida à má-absorção seletiva de vitamina B12 com proteinúria,NA
D512,Deficiência de transcobalamina II,NA
D513,Outras anemias por deficiência de vitamina B12 na dieta,NA
D518,Outras anemias por deficiência de vitamina B12,NA
D519,Anemia por deficiência de vitamina B12 não especificada,NA
D520,Anemia por deficiência de folato na dieta,NA
D521,Anemia por deficiência de folato induzida por drogas,NA
D528,Outras anemias por deficiência de folato,NA
D529,Anemia por deficiência de folato não especificada,NA
D530,Anemia por deficiência de proteínas,NA
D531,Outras anemias megaloblásticas não classificadas em outras partes,NA
D532,Anemia escorbútica,NA
D538,Outras anemias nutricionais especificadas,NA
D539,Anemia nutricional não especificada,NA
D550,Anemia devida à deficiência de glicose-6-fosfato-desidrogenase [G-6-PD],NA
D551,Anemia devida a outros transtornos do metabolismo do glutation,NA
D552,Anemia devida a transtornos das enzimas glicolíticas,NA
D553,Anemia devida a transtornos do metabolismo de nucleotídios,NA
D558,Outras anemias devidas a transtornos enzimáticos,NA
D559,Anemia devida a transtorno enzimático não especificada,NA
D560,Talassemia alfa,NA
D561,Talassemia beta,NA
D562,Talassemia delta-beta,NA
D563,Estigma talassêmico,NA
D564,Persistência hereditária de hemoglobina fetal,NA
D568,Outras talassemias,NA
D569,Talassemia não especificada,NA
D570,Anemia falciforme com crise,NA
D571,Anemia falciforme sem crise,NA
D572,Transtornos falciformes heterozigóticos duplos,NA
D573,Estigma falciforme,NA
D578,Outros transtornos falciformes,NA
D580,Esferocitose hereditária,NA
D581,Eliptocitose hereditária,NA
D582,Outras hemoglobinopatias,NA
D588,Outras anemias hemolíticas hereditárias especificadas,NA
D589,Anemia hemolítica hereditária não especificada,NA
D590,Anemia hemolítica auto-imune induzida por droga,NA
D591,Outras anemias hemolíticas auto-imunes,NA
D592,Anemia hemolítica não-auto-imune induzida por drogas,NA
D593,Síndrome hemolítico-urêmica,NA
D594,Outras anemias hemolíticas não-autoimunes,NA
D595,Hemoglobinúria paroxística noturna [Marchiafava-Micheli],NA
D596,Hemoglobinúria devida à hemólise por outras causas externas,NA
D598,Outras anemias hemolíticas adquiridas,NA
D599,Anemia hemolítica adquirida não especificada,NA
D600,Aplasia pura adquirida crônica da série vermelha,NA
D601,Aplasia pura adquirida transitória da série vermelha,NA
D608,Outras aplasias puras adquiridas da série vermelha,NA
D609,"Aplasia pura adquirida, não especificada, da série vermelha",NA
D610,Anemia aplástica constitucional,NA
D611,Anemia aplástica induzida por drogas,NA
D612,Anemia aplástica devida a outros agentes externos,NA
D613,Anemia aplástica idiopática,NA
D618,Outras anemias aplásticas especificadas,
D619,Anemia aplástica não especificada,
D62,Anemia aguda pós-hemorrágica,
D630,Anemia em neoplasias,C00-D48+
D638,Anemia em outras doenças classificadas em outra parte,
D640,Anemia sideroblástica hereditária,
D641,Anemia sideroblástica secundária a doença,
D642,Anemia sideroblástica secundária ao uso de drogas e a toxinas,
D643,Outras anemias sideroblásticas,
D644,Anemia diseritropoética congênita,
D648,Outras anemias especificadas,
D649,Anemia não especificada,
D65,Coagulação intravascular disseminada [síndrome de desfibrinação],
D66,Deficiência hereditária do fator VIII,
D67,Deficiência hereditária do fator IX,
D680,Doença de Von Willebrand,NA
D681,Deficiência hereditária de fator XI,NA
D682,Deficiência hereditária de outros fatores de coagulação,NA
D683,Transtorno hemorrágico devido a anticoagulantes circulantes,NA
D684,Deficiência adquirida de fator de coagulação,NA
D688,Outros defeitos especificados da coagulação,NA
D689,Defeito de coagulação não especificado,NA
D690,Púrpura alérgica,NA
D691,Defeitos qualitativos das plaquetas,NA
D692,Outras púrpuras não-trombocitopênicas,NA
D693,Púrpura trombocitopênica idiopática,NA
D694,Outra trombocitopenia primária,NA
D695,Trombocitopenia secundária,NA
D696,Trombocitopenia não especificada,NA
D698,Outras afecções hemorrágicas especificadas,NA
D699,Afecção hemorrágica não especificada,NA
D70,Agranulocitose,NA
D71,Transtornos funcionais dos neutrófilos polimorfonucleares,NA
D720,Anomalias genéticas dos leucócitos,NA
D721,Eosinofilia,NA
D728,Outros transtornos especificados dos glóbulos brancos,NA
D729,Transtornos não especificados dos glóbulos brancos,NA
D730,Hipoesplenismo,NA
D731,Hiperesplenismo,NA
D732,Esplenomegalia congestiva crônica,NA
D733,Abscesso do baço,NA
D734,Cisto do baço,NA
D735,Infarto do baço,NA
D738,Outras doenças do baço,NA
D739,Doença não especificada do baço,NA
D740,Metemoglobinemia congênita,NA
D748,Outras metemoglobinemias,NA
D749,Metemoglobinemia não especificada,NA
D750,Eritrocitose familiar,NA
D751,Policitemia secundária,NA
D752,Trombocitose essencial,NA
D758,Outras doenças especificadas do sangue e dos órgãos hematopoéticos,NA
D759,Doença não especificada do sangue e dos órgãos hematopoéticos,NA
D760,Histiocitose das células de Langerhans não classificadas em outra parte,NA
D761,Linfohistiocitose hemofagocítica,NA
D762,Síndrome hematofagocítica associada à infecção,NA
D763,Outras síndromes histiocíticas,NA
D77,Outros transtornos do sangue e dos órgãos hematopoéticos em doenças classificadas em outra parte,NA
D800,Hipogamaglobulinemia hereditária,NA
D801,Hipogamaglobulinemia não familiar,NA
D802,Deficiência seletiva de imunoglobulina A [IgA],NA
D803,Deficiência seletiva de subclasses de imunoglobulina G [IgG],NA
D804,Deficiência seletiva de imunoglobulina M [IgM],NA
D805,Imunodeficiência com aumento de imunoglobulina M [IgM],NA
D806,Deficiência de anticorpos com imunoglobulinas próximas do normal ou com hiperimunoglobulinemia,NA
D807,Hipogamaglobulinemia transitória da infância,NA
D808,Outras imunodeficiências com predominância de defeitos de anticorpos,NA
D809,Imunodeficiência não especificada com predominância de defeitos de anticorpos,NA
D810,Imunodeficiência combinada grave [SCID] com disgenesia reticular,NA
D811,Imunodeficiência combinada grave [SCID] com números baixos de células T e B,NA
D812,Imunodeficiência combinada grave [SCID] com números baixos ou normais de células B,NA
D813,Deficiência de adenosina-deaminase [ADA],NA
D814,Síndrome de Nezelof,NA
D815,Deficiência de purina-nucleosídeo fosforilase [PNP],NA
D816,Deficiência major classe I do complexo de histocompatibilidade,NA
D817,Deficiência major classe II do complexo de histocompatibilidade,NA
D818,Outras deficiências imunitárias combinadas,NA
D819,Deficiências imunitárias combinadas não especificadas,NA
D820,Síndrome de Wiskott-Aldrich,NA
D821,Síndrome de Di George,NA
D822,Imunodeficiência com encurtamento de membros,NA
D823,Imunodeficiência que se segue à resposta hereditária defeituosa ao vírus de Epstein-Barr (EB),NA
D824,Síndrome da hiperimunoglobulina E [IgE],NA
D828,"Imunodeficiências associadas com outros defeitos ""major"" especificados",NA
D829,"Imunodeficiência associada com defeitos ""major"" não especificados",NA
D830,Imunodeficiência comum variável com predominância de anormalidades do número e da função das células B,NA
D831,Imunodeficiência comum variável com predominância de transtornos imunorregulatórios de células T,NA
D832,Imunodeficiência comum variável com auto-anticorpos às células B ou T,NA
D838,Outras imunodeficiências comuns variáveis,NA
D839,Imunodeficiência comum variável não especificada,NA
D840,Defeito do antígeno-1 da função de linfócito [LFA-1],NA
D841,Defeitos no sistema complemento,NA
D848,Outras imunodeficiências especificadas,NA
D849,Imunodeficiência não especificada,NA
D860,Sarcoidose do pulmão,NA
D861,Sarcoidose dos gânglios linfáticos,NA
D862,Sarcoidose do pulmão com sarcoidose dos gânglios linfáticos,NA
D863,Sarcoidose da pele,NA
D868,Sarcoidose de outros locais especificados e locais combinados,NA
D869,Sarcoidose não especificada,NA
D890,Hipergamaglobulinemia policlonal,NA
D891,Crioglobulinemia,NA
D892,Hipergamaglobulinemia não especificada,NA
D898,Outros transtornos especificados que comprometem o mecanismo imunitário não classificados em outra parte,NA
D899,Transtornos não especificados que comprometem o mecanismo imunitário,NA
E000,Síndrome da deficiência congênita de iodo do tipo neurológico,NA
E001,Síndrome da deficiência congênita de iodo do tipo mixedematoso,NA
E002,Síndrome da deficiência congênita de iodo do tipo misto,NA
E009,"Síndrome da deficiência congênita de iodo, não especificada",NA
E010,Bócio (endêmico) difuso por deficiência de iodo,NA
E011,Bócio (endêmico) multinodular por deficiência de iodo,NA
E012,"Bócio (endêmico) não especificado, por deficiência de iodo",NA
E018,"Outros transtornos tireoidianos e afecções associadas, relacionados com a deficiência de iodo",NA
E02,Hipotireoidismo subclínico por deficiência de iodo,NA
E030,Hipotireoidismo congênito com bócio difuso,NA
E031,Hipotireoidismo congênito sem bócio,NA
E032,Hipotireoidismo devido a medicamentos e outras substâncias exógenas,NA
E033,Hipotireoidismo pós-infeccioso,NA
E034,Atrofia (adquirida) da tireóide,NA
E035,Coma mixedematoso,NA
E038,Outros hipotireoidismos especificados,NA
E039,Hipotireoidismo não especificado,NA
E040,Bócio não-tóxico difuso,NA
E041,Bócio não-tóxico uninodular,NA
